Word,Count
exception,2
cancel,2
Delete,4
Ramas,1
reuse,1
functions,2
upload,1
Memory,1
String,1
your,1
isExpertClean,1
branch,4
without,1
setting,2
properly,1
these,17
1217,1
1458,1
Sure,1
DFU,1
1456,1
Pass,2
would,1
xml,5
understanding,4
because,4
moving,2
assigning,1
ProgressReportProcessorTestkt,1
onBackPressed,1
topFragment,1
upgrade,4
Implement,1
SCANERROR,1
appStateOrionKilledToBackground,1
triggers,1
analysis,2
version,8
click,2
2317,1
0,1
1,9
lint,2
2,13
contains,3
folder,3
3,5
charger,1
4,4
size,4
util,2
left,1
800,3
HUNDRED,1
unused,8
happening,2
returns,3
UserAgreementLink,1
Where,3
much,3
object,1
appropriate,1
A,2
resetFWUpdateNotificationPreferences,1
BH,2
Similarly,1
I,10
utility,2
1241,1
immediately,1
example,3
The,5
result,1
As,12
same,12
BrushHeadListener,1
810,1
viewgroup,1
after,9
Based,2
resolved,7
annotation,1
a,48
b,1
alignments,1
loops,1
1251,1
ringid/modelid,1
the,167
p,1
adapterView,1
destroyed,1
s,1
ProductsConfiguration,1
1003,1
Delta,1
u,1
TestCase,1
By,1
calling,1
Foreground,1
postCurrentBleStatus,1
scout,1
Interface,1
DB,2
register,1
discuss,7
standard,2
Add,5
ProductConfiguration,1
correct,1
moved,4
Junit,5
2111,2
resultDate,1
Its,4
IntegrationShanghai,1
good,1
empty,2
analytics,8
getStringResourceInEnglish,1
reproduce,1
wise,1
helper,1
Test,2
1256,1
reactnativegesturehandle,1
1255,1
UtilityAppContextgetContext,2
isSessionDataPriorThreshold,2
1Do,1
others,1
add,28
Validation,1
area,1
tracing,1
testers,1
Dead,4
need,17
Approved,1
its,7
check,67
Do,15
list,3
consent,9
users,1
tests,2
getModeValueForAnalytics,1
alignment,10
22nov2018,1
getModeValue,1
useful,1
child,1
trust,1
FirebaseMessagingService,1
private,6
brushHeadNameStringKey,1
TextViewExtensionkt,1
OnboardingMyPrivacyFragmentjava,1
currentBottomNavItem,1
searching,2
UpgradeFileDownloadTaskListener,1
PathSelectorFragment,1
medium,1
compareVersions,1
interface,2
remove,59
fetchFirst,1
isLivaBrushingSupported,1
skipped,1
duplicated,2
Refer,1
Ex,1
Discussed,1
getInsuranceName,1
intentionally,2
flows,1
provider,1
Mouth,1
scope,1
corektx,1
hard,3
lines,12
recycler,1
TongueClean,2
fails,3
live,1
headers,2
Return,1
ticket,1
DRSPAGECOUNT,1
multiple,3
perform,1
ACCESSCOARSELOCATION,1
Fortify,1
expose,2
isLivebrushingSupported,1
Allow,2
better,4
with,41
2139,1
TuscanyUtilscheckPrivacyNotice,1
Club,1
there,14
well,3
Previous,4
handling,3
happens,1
taking,2
referred,1
HK,1
called,7
release,2
channel,1
HP,1
ProductRecommendations,1
onAnimationEnd,1
onOnBoardingQuestionsLoaded,1
UPG,1
braces,1
test/resources,1
number,1
defect,2
Collectionsmax,1
2147,1
2146,1
RapidClickDetector,1
block,3
ID,1
per,3
write,3
flow,3
baseFragmentgetActiveTabFragment,1
order,4
troubleshoot,2
similar,4
getHandleImageSmall,1
proceed,1
testing,12
understand,3
dismiss,1
IS,1
handle,8
confirmation,1
Json,2
script,1
rawSensorPacketListener,1
Just,2
ever,1
onDateSelectListener,1
640,1
connector,1
1In,1
SonicareConsentManagerjava,1
integration,5
Bits,1
Callisto,1
FeatureProvider,1
If,25
Rinse,1
solutionJsonString,1
thats,1
other,14
In,3
resetInvalidChargeData,1
retain,1
Is,8
It,10
functionality,4
login,2
optimise,3
URL,1
local,3
valid,2
restricting,1
native,1
updateUiState,1
Redundant,1
have,16
TYuscanyUtils,1
Dental,1
Reformat,1
accordingly,3
product,4
reminder,1
profileGoalgetStatus,1
NUMITEMS,1
InvalidChargerInfoFragment,1
discussed,4
2nd,2
Text,2
Default,1
5/11/2020,1
proceedLogoutSuccess,1
Wrong,2
removed,20
future,3
disable,1
stored,1
logic,21
SuppressWarningsdeprecation,1
All,2
TICS,1
DRS,1
arrow,1
DateFormatMEDIUM,1
screen,5
Rather,1
lets,1
ProductRecommendationsSupport,2
body,1
FRENCH,1
reactivex,1
mode,2
9/5/2019,3
onStart,2
optimize,1
etc,2
whether,4
Disabling,1
function,14
implemented,1
modified,2
Plus,1
verification,1
all,37
always,1
new,6
MO,3
read,1
comparison,1
already,8
below,8
toLowerCase,1
applicable,2
revert,8
5/8/2020,1
ClickableSpan,1
Jenkins,1
conflicting,1
condition,20
Functionality,1
naming,1
try,2
grater,1
cause,2
respective,1
Any,2
running,1
androidTest/assets,1
Format,2
GERMANY,1
similarly,2
and,86
intended,1
OE,4
design,2
define,1
working,3
land,1
OK,1
commented,13
possibility,2
Optimize,4
Invalid,2
declared,1
That,2
No,2186
comments,10
buttons,1
OS,1
Refactor,1
requirement,1
specific,1
any,12
intuitive,1
Analytics,1
30days,1
arrayxml,1
221,1
suggested,2
ScrollView,1
application,1
stable,1
Alarm,2
Looks,2
TuscanyConstants,9
until,2
renamed,1
Main,1
PO,1
plz,4
teaser,1
On,1
App,1
reason,1
PR,5
supportScanFilter,1
accessibility,1
ring,1
valuesit/stringsxml,1
java,2
tagged,1
Validate,1
merge,4
english,1
let,1
api,3
state,3
defined,2
app,8
merging,4
using,10
Utiljava,1
Readability,4
TextViewdoUnderline,1
expected,2
1908,1
want,3
readablility,1
Make,6
momentTimeStamp,1
Code,11
demand,2
Tuscany,2
Onboarding,1
Scenario,1
RC,3
getProductSuggestionShouldDisplay,1
Are,1
creating,3
difference,2
updateOrderButtontrue,2
complexity,1
Started,1
OSLO,3
Should,2
another,2
document,1
automatically,1
guarantee,1
recommend,1
giving,1
two,3
5/17/2019,1
matching,2
anyway,1
SD,1
BLEConnectionActivitythis,1
default,1
found,1
2/10/2020,2
oslo,2
are,30
scenario,5
does,4
Ask,1
came,1
IsValidRingID,1
where,8
disabled,1
attach,2
mechanism,1
gives,1
https//docsadobecom/content/help/en/analytics/components/variables/dimensionsreports/reportsconversionfunnelhtml,1
latest,5
mouthrinse,1
getApplication,1
think,6
enableConsent,1
refresh,1
Clarification,1
holder,1
team,3
suppress,7
Suppress,1
They,1
call,16
gradle,1
such,4
So,7
setter,1
thing,1
Other,3
supported,3
through,2
Tongue,1
TW,1
dimen,1
lib,3
Once,1
cant,1
run,1
align,2
Manager,1
lifecycle,1
view,3
either,1
There,4
UI,7
white,3
continue,2
TuscanyUtilsisUserLogIngetContext,1
This,37
has,9
To,1
helpful,1
results,1
those,1
brush,4
given,10
actual,1
SonicareConsentManager,1
might,5
duplicate,5
insurancename,1
FindBugs,1
7/18/2019,1
margin/padding,1
Not,2
These,1
checks,2
converted,1
CODE1320050579,1
Now,1
name,24
IDs,1
fixed,4
page,2
updated,4
full,3
memory,1
string,9
import,5
const,1
9/3/2019,1
TAIWAN,1
Yes,1
android,1
classes,2
show,3
Review,6
updates,1
profileGoal,1
button,3
not,69
toLowerCaseLocalegetDefault,1
nov,1
now,7
ends,1
statement,2
1718,1
hence,1
Santanu,1
postponed,2
enclose,1
convention,1
Others,1
green,1
breaks,1
yes,3
was,20
libraries,1
TIME,2
We,8
Put,2
Rename,5
way,1
generic,2
target,1
what,4
refer,1
subpress,1
getHSDPUUID,2
7/11/2019,2
time,6
Productsjava,1
optimised,2
OFFLINESESSION,2
Important,1
deprecated,2
Break,1
ArrayUtilstoPrimitivecompletedSubSegmentsListtoArraynew,2
issues,1
when,8
required,40
put,6
excluded,1
logout,2
logged,2
options,1
handlefeature,1
BHATTACHED,1
catch,1
plan,3
getCount,1
case,22
PRODUCTSUGGESTIONDISPLAYFLAG,2
give,1
Added,13
Dispose,1
item,3
images,1
inapp,1
ArrayListToArrayUtilTestjava,1
1501,1
provide,1
Hence,1
Deepa,1
4/28/2020,3
reset,1
style,2
Always,1
care,3
Write,1
initialisation,2
Aimee,1
explicitly,1
log,12
formatted,1
Lots,1
methods,4
drawables,4
tabs,1
getProductUrl,2
enabled,2
1756,1
web,1
theme,1
confusing,1
means,1
explore,1
brusing,1
more,4
deeplink,1
getDeviceToFilterConsent,1
handleUnknownState,1
Found,1
performed,2
wrong,5
fetch,2
organized,1
heads,1
Raise,1
before,12
replace,4
allignment,1
CHINESE,1
used,20
him,1
notification,3
fonts/centralesansbookttf,1
protocol,1
hit,1
looks,4
3/8/2020,1
shows,1
Like,1
shown,2
Introduce,1
zone,2
few,5
consider,1
inverted,1
day,1
group,1
Handled,1
otherwise,1
imports,2
package,4
visible,1
presenter,2
created,1
timing,3
datas,1
Leak,1
format,4
Why,29
done,20
both,5
August,1
1305,1
isLiveBrushingSupported,2
1303,1
outside,3
effect,2
keep,7
isValidRingId,2
1309,1
1308,1
dpchannel,1
dont,2
1307,2
who,1
MouthRins,2
request,2
devicespecific,1
BuildVERSIONCODESLOLLIPOP,1
Cross,2
MINTIMEGAPFORIMULOCK,1
values,2
part,4
why,8
their,1
isIMUSupported,2
point,3
1314,1
1313,1
Required,1
initView,1
along,1
1311,1
8/8/2019,1
TestActivityjava,1
Will,2
mentioned,6
1319,1
authentication,1
8/26/2019,24
move,17
amount,1
process,1
debug,1
original,1
assignment,1
titleactivitytest,1
clear,2
saw,1
ArrayUtilstoPrimitivefinalVisibleSubSegmentsIndexListtoArraynew,2
Only,2
also,5
Data,1
From,1
IOS,1
clean,1
posting,1
gets,1
duplication,12
Waiting,1
1327,1
Prcoessing,1
marking,1
Fix,10
build,6
TuscanyLog,1
1321,2
ViewListeners,1
tongiueclean,1
onboards,1
further,1
refreshLoginSessionHandlerforcedLogut,1
user,11
You,5
1328,1
parent,1
been,4
informationname,2
clickable,1
CDI,1
Product,1
iOS,3
Design,4
path,1
Otherwise,1
1335,1
Define,2
fix,5
specialEvents,1
dev,1
Consent,2
StandardCharsetsUTF8,9
4/1/2020,1
updateUIState,1
22112018,1
Verify,1
RNGestureHandlerButtonViewManager,1
you,20
knowledge,1
addition,1
SessionManagerthis,2
happen,2
sure,1
pass,3
preprocessing,2
impact,4
preference,2
personal,3
Method,1
am,1
easy,2
an,1
tags,1
DBConstantsGOALSTATUSACTIVEordinal,1
RCA,1
How,8
as,54
at,4
1103,1
Note,2
peace,1
OSLO/OSAKA,1
assigned,1
sdk,1
reviewreportcsv,1
formatting,3
Link,1
relative,1
updatePersonalConsetnpostConsentCallback,1
compare,1
be,64
2018/11/22,1
fragmentOverride,1
dead,1
coding,2
how,1
productRecommendations,2
see,2
blocking,1
HandleInfoReaderjava,1
by,14
TestTuscanyApplicationActivityjava,1
getSessionForCloudUpload,1
indicate,1
onDraw,1
override,1
StringvalueOfamnt,1
Did,1
compared,1
Firebase,2
set,6
business,1
DDINTERNETERRORDIALOG,1
adobe,1
1130,1
possible,3
right,3
firebase,2
GOT,1
Correct,2
compares,1
advantages,1
deleted,3
stage,1
1124,1
returning,3
androidlayoutweight1,1
BuildVERSIONSDKINT,2
944,3
946,1
under,3
Osaka,1
currentState,1
948,1
config,1
SharedPreferencesHelperjava,2
did,2
font,1
getter,1
putting,1
added,12
Dulce,1
listener,5
appcompat,1
language,2
ben,1
do,11
OSAKA,3
down,2
launching,2
observe,1
hold,1
correctly,3
Need,8
BrushHeadUtils,3
later,3
differentiate,1
951,2
adding,2
club,2
954,1
955,1
warning,9
956,1
Override,2
info,1
digit,1
which,30
needs,8
Same,6
image,2
eg,1
static,4
test,13
AdQuestionnaireFragmentViewjava,1
For,10
tryAgain,1
ITALY,1
2000,1
take,4
never,2
OnvzDeepLinkHandler,2
piece,1
final,1
scrum,1
commenting,1
helps,1
confusion,2
onboarded,1
some,10
blank,1
CANADA,1
Instead,3
optimized,1
additional,2
for,57
back,7
title,2
Brush,3
getDevice,1
getServiceDiscoveryNamesByRingID,1
With,1
miss,1
getting,1
related,12
Retest,1
json,3
passed,3
class,15
just,6
spelling,2
merged,6
go,5
false,4
permission,1
parse,1
onContinue,2
instanceof,1
hole,2
sendAnalyticsForPrompt,1
2019,1
print,1
2018,1
IntegationShanghai,1
Devicejava,1
regression,1
obj,1
seperate,1
Param,1
5/6/2020,1
setup,1
developer,1
avoid,6
devicesetup,1
iD,1
Good,1
showing,2
hardcoded,1
he,1
assign,4
very,1
placed,1
triggered,2
modes,1
recommendation,2
Developer,1
Remove,37
convert,3
tracking,4
doesnt,3
upgraded,1
inactive,1
2026,1
else,6
Example,1
context,3
action,1
model,2
text,2
if,55
compareToIgnoreCase,2
reduce,1
init,2
Align,1
issue,9
in,110
dependency,3
OnDismissListener,1
31st,1
is,106
20181122,1
it,79
sensitive,1
being,1
7/31/2019,1
Undo,1
Recommendation,1
setEnabled,1
getBrushingModeOnRoutineNumber,1
insuranceid,1
opens,1
interval,1
9/10/2019,1
inorder,1
status,1
become,1
template,3
server,1
May,2
onboard,1
dot,1
CODE1310212122,2
helpText1,1
file,33
library,2
strings,6
helpText2,1
sending,1
DefaultBLEConnectionStatusListener,1
bundle,1
together,1
side,6
listeners,1
may,11
break,2
could,2
Use,11
change,31
FilehelperreadFilefilepath,1
Tools,1
positive,1
trigger,1
Resolve,1
devicelist,1
CONFIGDOWNLOADTIMEOUT,1
places,6
hide,2
debuggable,1
CPD,1
able,1
androidlayoutheight0dp,1
reminding,1
complete,2
return,14
Locale,7
codes,1
negation,1
Products,1
auto,1
constant,5
use,31
isOsloAssociated,1
while,4
Unit,2
suffix,1
AlertDialogFragment,1
that,16
pSelect,1
solution,1
fine,1
Build,1
than,2
me,4
isRingIdSupported,1
NFR,1
different,9
TuscanyBLE,1
logs,2
selected,1
3rd,1
ADDataConsentFragmentViewjava,3
difficult,1
Stringformat,1
fill,2
PreferenceKeysjava,1
my,1
entry,1
null,18
background,4
true,11
updateTimetoLowerCase,1
consents,1
header,2
position,3
present,14
reverted,1
no,4
code,77
scores,1
bot,1
tuscany,1
Similar,1
Macau,1
delete,5
boy,1
switch,5
Clear,1
head,5
dialog,4
Directly,1
resetFirmwarePreference,1
Create,2
of,46
make,6
included,1
on,25
consumes,1
Changes,3
Comment,3
Integration,1
or,9
Comments,2183
PMD,1
viewPump,1
raised,1
Error,1
control,1
thread,2
exactly,1
remobved,1
master,1
processed,2
questioner,1
popBackStack,1
IntegrationBranch,1
due,1
Completed,1
easier,2
API,46
UiExtensionFun,1
Lets,6
Track,1
handler,1
Shantanu,1
BuildVERSIONCODESO,1
about,3
Naming,1
ADDataCoreDialogFragmentjava,1
observed,1
crash,2
cover,1
110,1
observer,1
emitteronNexttrue,2
meaning,2
utils,1
above,2
they,2
getBundleForDeviceOnBoardFlow,1
based,3
renaming,1
tuscanylog,1
15,1
module,1
myself,2
firebasePushNotificationRegistration,1
them,7
received,1
getBrushHeadTitleId,1
then,5
execute,1
getArgumentsgetStringcaretype,1
1/23/2020,1
ViewOnClickListener,1
avoided,2
3/2/2020,1
recheck,1
processing,1
starting,1
conditions,5
device,7
20,2
21,2
22,1
shared,2
functional,1
components,1
access,2
7/9/2019,1
activity,2
rx,1
Brushing,1
executed,1
global,2
into,2
referring,1
current,1
BaseFullScreenDialogFragment,1
so,9
30,1
CalendargetInstance,1
key,4
1Format,1
Context,1
calendar,1
Java,1
variables,4
baseFragment,1
necessary,1
manager,2
DateUtilgetDaysFromNowHelperConstantsDATAPURGINGDBNOOFDAYS,1
INVALIDSIGNATURE,1
Shanghai,2
one,4
Calendar,2
makes,1
checklist,3
launch,1
started,1
store,1
reviewer,1
many,3
single,3
SplashInsurancePresenterjava,1
confirm,1
pull,4
texts,1
bug,1
swichcase,1
Prev,2
SensorDataReceiver,1
refreshBrushingData,1
handled,15
tongueclean,1
After,3
shanghai,2
progress,2
isValidHandle,1
to,165
1805,1
story,7
but,1
country,2
separate,7
available,4
rules,1
inside,6
8/6/2019,2
brushing,3
SIGNATURE,1
dialogs,1
Name,3
2/13/2020,1
4/20/2020,2
fragments,2
details,1
up,4
written,2
2902,1
Stacj,1
Oslo,1
this,215
constructor,1
please,33
comphilipscdpohcutilityUtilityAppContext,1
replacing,1
finding,1
isChecked,1
effected,1
Please,60
once,16
buildType,1
Checklist,2
ids,1
know,2
x1,1
1826,1
Static,1
support,1
conflict,1
changed,5
doing,5
9/16/2019,1
onNewTokenfinal,1
countryproductsjson,1
refreshCb,1
idea,1
pending,1
changes,21
decompose,1
update,5
rule,1
Inside,1
privacy,1
purge,1
What,6
we,64
life,1
Nebraska,6
promptThis,1
OnSingleItemClickListener,1
1833,1
common,2
param,1
China,2
y0,1
missing,4
conflicts,2
funnels,1
WebAgreementLink,1
shanghai/tyscany,1
every,3
staging,3
https//tfsemea1taphilipscom/tfs/TPCRegion28/POHC/git/TuscanyAndroidProduction/pullrequest/4631aoverview,1
stringxml,1
arrayListToPrimitiveInt,1
Replace,3
normal,2
cases,10
previous,1
apply,2
again,5
navigating,1
uiVisibleState,1
layout,4
1840,1
removal,2
Every,1
comment,10
passing,7
Handling,1
tested,1
Integer0,4
Check,15
tester,1
react,1
uncomment,1
foreground,2
none,2
type,1
feedback,1
Give,2
1612,1
1853,1
problem,4
terms,1
review,8
enable,1
Deregister,1
BleConnectionInfoListener,1
Translate,1
dependent,1
between,2
1614,1
val,1
still,1
method,37
Duplication,1
work,11
var,1
templet,1
TuscanyLogprintStackTrace,1
AnalyticsConstants,1
push,1
exist,4
fail,4
versions,2
isEnabled,1
logging,1
isca,1
registration,1
specifier,2
isIMULockUISupported,1
extension,3
tracked,1
isOfflineSessionSummary,2
ourselves,1
out,8
M23,1
HandleAsset,1
across,1
leak,1
Descriptions,1
blocked,1
feature,4
get,11
verify,10
onboarding,2
Either,1
place,3
mouthrins,1
firmware,2
include,2
sting,2
lead,5
token,4
filter,1
lots,1
help,1
Asked,1
When,3
rename,10
elements,1
behaviour,1
asset,2
first,4
1648,1
span,2
date,1
argument,5
Done,1
data,5
Keep,5
own,1
openUrlInExternalBrowser,1
fewer,1
Sindu,1
troubleShoot,1
space,4
HomeActivtiyViewModel,1
Dont,2
optimisation,1
hanged,1
assets,2
should,32
only,15
create,5
from,33
Resolved,19
tag,5
avoiding,1
7/5/2019,1
handleFeature,1
22Nov2018,1
featureProviders,1
resource,1
like,8
solutionSelectionLayout,1
ConsentTypeMOMENT,1
continueClick,1
comparing,1
currentLocationPermissionResult,1
sent,2
Imp,1
Crashlytics,1
gdpr,1
Can,18
core,2
tabOrdinal,1
Revision,1
chances,1
UTF8,17
Revert,21
safe,1
files,10
setPreference,1
1429,1
send,1
Both,2
GDPR,4
dismissing,1
here,29
Below,1
XButton,1
VisibleForTesting,1
getServiceDiscoveryNamesByModelID,1
User,1
ArrayListToArrayUtilTest,1
purpose,4
configuration,1
rejected,2
line,15
link,1
handleDrsDialogOnAppUpgrade,1
error,3
SonicareDialogTypeDRSOFFFORX,1
getActivitygetSupportFragmentManagerpopBackStackImmediate,1
developNo,1
aware,1
can,57
trace,1
targeting,1
operations,1
1434,1
public,4
Column,1
Move,27
array,7
alarm,1
track,1
value,13
will,43
Attach,1
implementation,5
verified,1
match,2
ringId,1
resources,4
Change,5
instead,10
intent,1
observeForever,1
really,4
int,2
fragment,11
Convention,1
readability,1
performance,3
boolean,1
currently,1
Additional,2180
corresponding,5
Used,1
response,2
Also,15
variable,13
handlings,2
arguments,1
locations,1
Blackduck,1
gson,2
FINELOCATION,1

